Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.100000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.120000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.170000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.210000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.290000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.240000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.870000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.690000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","0.130000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.660000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.290000","Fc"
"184","Rwanda","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","1.470000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","1.450000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","1.410000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","1.590000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","1.680000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","1.780000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","3.160000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.130000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","3.070000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","3.650000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","3.590000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","3.180000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","2.900000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.390000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","0.180000","Fc"
"188","Saint Kitts and Nevis","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.310000","Fc"
"189","Saint Lucia","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","6.300000","Fc"
"189","Saint Lucia","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","3.500000","Fc"
"189","Saint Lucia","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","14.000000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.920000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.720000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.470000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.990000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.900000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.480000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.610000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.250000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.210000","Fc"
"244","Samoa","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.150000","Fc"
"194","Saudi Arabia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.260000","Fc"
"194","Saudi Arabia","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.660000","Fc"
"194","Saudi Arabia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.150000","Fc"
"194","Saudi Arabia","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","1.490000","Fc"
"194","Saudi Arabia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.640000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.120000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.110000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.170000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.140000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.130000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.150000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.160000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.150000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.090000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.230000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","0.220000","Fc"
"195","Senegal","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.190000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.810000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","1.140000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","1.050000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.900000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.890000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.840000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.870000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.910000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.850000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.910000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.810000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.720000","Fc"
"186","Serbia and Montenegro","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.740000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","2.570000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","2.270000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","2.160000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","7.690000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","8.210000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","8.920000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","8.680000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","6.080000","Fc"
"196","Seychelles","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","4.690000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","2.410000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","2.580000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","3.830000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","2.440000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","2.030000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","2.250000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","1.780000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.930000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","1.050000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","1.140000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","1.050000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","1.110000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","1.090000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","1.130000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.140000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.070000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","1.180000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.330000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","1.000000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","1.110000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.130000","Fc"
"199","Slovakia","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","1.200000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","5.550000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","4.730000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","4.100000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","4.310000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","4.250000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","6.070000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","5.370000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","5.610000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","7.200000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","6.830000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","5.880000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","6.740000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","7.600000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","6.780000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","6.220000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","5.750000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","5.220000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","4.950000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","4.800000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","4.740000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","4.310000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","3.860000","Fc"
"198","Slovenia","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","4.250000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","1.200000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","1.300000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","1.390000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","1.540000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","1.730000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","1.850000","Fc"
"202","South Africa","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","1.890000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","1.960000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","1.950000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","1.600000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","1.500000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","1.600000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","1.490000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","1.740000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","1.790000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","1.890000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","1.830000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","1.890000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","1.980000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","2.280000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","2.310000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","2.640000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","2.300000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","2.260000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","2.260000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","2.360000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","2.040000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","2.270000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","3.150000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","2.770000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","3.160000","Fc"
"203","Spain","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","3.550000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","0.830000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.740000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","1.130000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.930000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.990000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.920000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.880000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.860000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.810000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.930000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.890000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.880000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.740000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.530000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.570000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.670000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","0.560000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.490000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","0.540000","Fc"
"38","Sri Lanka","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.410000","Fc"
"276","Sudan","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.120000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.130000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.030000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.070000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.080000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.080000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.070000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.020000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.080000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.070000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.050000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.070000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.120000","Fc"
"206","Sudan (former)","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.140000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","3.190000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","3.040000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","2.490000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","2.090000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","2.070000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","2.630000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","11.440000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","12.940000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","11.940000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","14.160000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","12.480000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","15.820000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","17.110000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","15.460000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","12.760000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","14.860000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","11.120000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","8.140000","Fc"
"207","Suriname","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","8.770000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","0.810000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.660000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.540000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.530000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.710000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.440000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.540000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.550000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.560000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.580000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.640000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.660000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.820000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.960000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.510000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.790000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.830000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.810000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.890000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.730000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.750000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","0.680000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.700000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","0.620000","Fc"
"210","Sweden","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.720000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","5.340000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","4.770000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","4.700000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","4.470000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","4.340000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","4.100000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","3.930000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","3.750000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","3.580000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","3.520000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","3.640000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","3.600000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","3.530000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","3.430000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","3.240000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","3.230000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.160000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","4.880000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","4.680000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","5.050000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","4.810000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","4.980000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","4.850000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","4.900000","Fc"
"211","Switzerland","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","4.820000","Fc"
"212","Syrian Arab Republic","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.390000","Fc"
