code3,typeName,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
#N/A,"Meat, pig Emissions (CO2eq) gigagrams",10752.8976,10237.6522,12955.6167,16531.9955,19014.4499,20884.872,24116.9241,23673.3035,22349.9861,21834.4677,25783.8267,31013.7686,32742.2495,32071.5333,32324.07,34725.032,35616.4858,36284.0673,37748.0159,40045.929,38296.9716,36996.5165,38102.0514,37919.0708,39032.3924,42001.9907,42909.1123,41589.0844,43246.1463,44191.2725,45013.1489,45530.402,45653.1198,46090.4139,45940.7644,46446.2951,46232.8599,46516.3482,47746.793,48848.7092,48825.7388,49114.6425,49387.2794,49398.5902,50219.2342,51607.6408,52385.7055,53154.5911,55246.3153,58187.8656,57379.2021,58015.9166,58851.1054,58588.1706
#N/A,Cereals excluding rice Emissions (CO2eq) gigagrams,6778.642,7201.4535,7133.6297,7481.5539,7673.6081,8115.7784,9164.5865,10268.5751,10962.2318,11473.693,12144.6196,12608.1519,12989.1856,12394.0994,14781.4663,15071.1122,16026.1947,17364.3424,18238.4207,18671.0624,20054.991,20427.8968,22340.2125,23348.0855,24184.0572,26621.2789,24836.3272,27747.8996,29328.0573,29360.8125,30320.2768,32521.9999,32687.622,34239.2884,36067.6246,36914.2548,38719.9484,39803.131,40379.7547,39944.2864,40238.0363,39285.3535,40853.9874,42863.2231,45157.4701,47449.9122,48877.7368,49563.3556,52456.8495,53257.4377,54519.8395,53434.0123,54127.216,54584.6976
#N/A,"Rice, paddy Emissions (CO2eq) gigagrams",114725.5787,117547.949,119305.3943,121994.9016,119453.5839,119004.0165,124238.5479,126103.2624,129539.4931,128737.7347,127502.5479,125729.2679,131248.7896,130145.1494,136614.6227,132850.9472,139596.1005,141118.2583,138003.0027,141336.8317,143233.0054,137449.0302,144098.5654,145836.3302,146469.656,147973.8522,141212.8123,150255.359,152965.3986,154573.308,154904.3742,152155.2217,155369.7887,156476.3167,157666.0961,160537.4946,160735.3624,165078.0105,169027.9105,166766.5794,166631.9333,157639.7648,162596.4433,159779.7404,166893.5409,168504.2311,168136.4075,177647.4802,167890.3548,169700.4528,174717.2573,169623.6617,172975.1365,171724.3581
#N/A,"Meat, cattle Emissions (CO2eq) gigagrams",142324.9638,143517.4082,144134.8679,147614.2188,147782.3385,144701.6289,146904.6027,146521.8562,146774.7944,148807.6467,148194.2482,146989.2635,147974.8776,147817.719,148503.1752,148602.6477,148307.943,151686.2624,153020.6258,147156.2974,149554.7635,152242.5604,152424.1821,152228.6362,153375.8822,153648.8295,154000.0726,154629.077,156436.3628,156349.6375,156009.0652,156451.4188,156499.2978,155695.4296,155015.8396,153214.3721,152075.2019,150476.3729,148348.5782,148046.1576,145994.1636,143649.1998,141506.0947,144045.9394,146537.8606,152322.0833,153318.9695,151691.5199,151155.3242,150057.6796,148908.3426,147972.5366,146646.2706,146299.2806
#N/A,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",46050.8852,41962.9755,40901.6032,39199.4102,38215.2173,47829.7024,44033.8699,46728.4894,47890.3944,45612.0332,47906.8653,51515.5965,47671.8051,49981.8265,50873.759,53436.4874,54836.1305,56249.8223,59323.7713,59483.5017,60378.7646,60298.0961,62769.6979,63962.053,63872.4937,67283.6903,69707.5148,70021.8398,70366.5527,71795.9479,72366.0154,74174.4495,74892.5141,76597.6745,78119.0255,83085.6211,83898.9094,84278.5598,85746.2891,82710.0655,83720.2658,86925.6794,89144.8405,89681.5867,91392.0997,93675.9811,100136.2602,102136.8481,105037.1017,108958.4121,111157.3751,112671.1278,115122.3781,115145.6585
#N/A,"Meat, goat Emissions (CO2eq) gigagrams",17340.5316,18160.3195,17907.8085,18095.5172,18238.3645,18328.0159,18490.1917,18583.1244,18740.9472,19136.8137,19404.8726,19480.1229,20229.6859,20910.3993,21568.9987,22342.1294,23006.5698,24084.3143,25294.8355,24930.456,25771.5144,27077.0694,27848.9448,28806.426,29224.442,30197.7148,32248.474,32806.115,33828.0366,32684.1321,33446.478,34516.5562,35107.0572,35795.8491,37011.3559,37179.3225,37740.5324,38047.9463,37223.3551,38547.2702,39068.0201,39621.5859,40296.2016,42335.8748,42981.3662,43806.0864,44689.0359,44791.1706,44379.8552,44971.1106,45538.4239,45804.5013,39230.0147,39558.3126
#N/A,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",3711.1118,3930.1749,3959.1005,4004.5407,4094.9871,4064.7229,4234.3562,4416.9482,4478.3277,4556.6732,4746.5457,4812.076,5016.0851,5259.0784,5577.2101,5841.1991,6162.7319,6316.4149,6598.1088,6494.6345,6933.5821,6938.3968,7330.2311,7809.6412,8060.8419,8336.9062,8300.2789,8555.9137,8895.2407,11028.0801,11160.0015,11153.9663,11920.1828,12466.4387,12616.3715,12705.4426,13314.4091,13392.8527,14872.1557,14030.1687,13540.4991,14447.2936,14640.0571,14285.5812,15127.8795,15023.4276,15492.4002,15478.0263,16371.497,16617.5882,16787.6122,17013.7975,23822.6226,23805.396
#N/A,"Meat, buffalo Emissions (CO2eq) gigagrams",68242.0355,68894.4026,68857.7178,70560.811,71179.0947,72964.4102,75280.7156,75948.488,76989.1157,77953.543,77073.6171,77869.4601,79680.3093,81332.5226,82309.1666,82879.3984,83786.5866,87574.9967,88608.0089,89673.1661,91014.4784,94103.8872,96705.009,97502.8884,99352.8456,103623.2601,102095.9412,103533.7489,103654.1563,106331.2763,109955.412,112800.3907,114557.064,115412.9267,116776.8817,117492.3267,119568.5176,119761.8707,123033.289,125436.1562,126704.5971,128828.4811,131717.3102,133430.6133,135625.3767,138965.8225,141043.7608,142659.671,143620.0507,142233.3939,144877.0155,146290.4556,147357.8734,148366.4431
#N/A,"Milk, whole fresh buffalo Emissions (CO2eq) gigagrams",23467.7027,23773.9777,24126.5888,24367.0803,24700.637,24762.6818,24141.0549,25093.0223,25488.817,26047.0621,28318.16,28746.3761,28913.7115,29238.4745,29592.6325,31137.0305,32476.1827,31183.0107,32860.4544,34679.1808,36204.3103,36848.0568,37839.979,40713.0245,42391.0165,45177.097,45691.33,47251.4248,50240.484,50680.0956,50050.5365,51179.3358,51731.2428,53495.1632,54757.1169,56671.9844,57292.0323,59368.658,59138.7347,59868.214,61853.8626,63065.6163,63695.4296,66012.1981,68045.848,69318.7943,71651.3498,72581.686,74350.2929,76393.8119,78566.0025,79850.0633,81455.3299,82582.7605
#N/A,"Meat, sheep Emissions (CO2eq) gigagrams",15433.3918,15508.1587,15547.8563,15786.3755,16018.5386,16420.0714,16412.5538,16586.1807,16424.772,16424.1888,16532.1947,14981.3752,15656.4965,16306.7459,16869.2205,17498.4708,17857.3114,18591.9891,18982.8282,18602.2881,18897.2031,19553.0108,19409.3958,19538.0161,19946.2838,19626.7383,19859.5119,20640.2186,21332.0912,21316.4971,21677.6809,22273.1209,23241.0811,23749.8609,24216.4541,23493.4533,24231.3552,24622.9561,25085.1382,24930.1356,24952.7568,24395.6107,25594.9596,25818.137,26339.4075,27462.7456,27578.1063,27640.7978,27662.9848,27395.8972,27266.4279,27006.2615,23871.8936,23631.6417
#N/A,"Milk, whole fresh sheep Emissions (CO2eq) gigagrams",4461.2423,4362.5788,4332.5187,4487.5819,4512.7718,4280.1035,4511.4196,4579.4634,4471.9916,4328.9641,4037.3619,3924.0641,4038.7157,4266.3084,4350.6937,4591.9029,4782.1886,5177.3079,5163.5627,5107.5866,5273.466,5240.1098,5302.5939,5194.4297,4974.506,4766.2932,4500.7818,4397.3829,4885.7198,5148.0308,5148.7571,5015.1979,5073.5072,5080.7894,5051.3175,5355.9349,5269.0938,5463.745,5563.7613,5352.7336,5288.6026,4574.915,3663.1923,4211.9807,4657.3864,4064.2619,4324.5503,3843.1274,3961.5098,4161.428,4411.8138,4414.7657,7237.0165,7457.9966
#N/A,"Milk, whole fresh camel Emissions (CO2eq) gigagrams",31.2559,35.0066,43.7583,41.2578,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,37.5071,33.7564,33.7564,33.7564,33.7564,33.7564,33.7564,33.7564,33.7564,37.5071,33.7564,30.0057,27.5052,25.0047,26.1393,26.3875,26.8586,27.3925,27.5052,30.0057,33.7564,33.7564,27.5052,25.0047,30.7558,32.5061,37.007,32.006,32.5061,32.5061,31.631,32.5061,32.5061,32.5061,32.5061,32.5061,32.9703
#N/A,"Meat, chicken Emissions (CO2eq) gigagrams",480.3563,480.5555,507.4928,531.0145,544.1995,561.9803,636.0597,694.9891,723.0398,760.7409,755.8931,694.8176,684.218,696.6615,668.9337,665.3936,720.2089,910.9739,999.2486,1005.4386,1097.4045,1057.3377,1236.419,1293.4073,1388.9326,1589.2928,1586.5341,1630.4067,1697.8434,1627.926,1552.3496,1707.4502,1839.1831,1970.7952,2075.2207,2176.9337,2243.9147,2218.3672,2312.1487,2336.847,2527.0544,2947.753,3347.263,4242.0424,4489.2338,4903.6735,5162.7793,5499.1319,6340.0835,6359.5959,6625.4268,6761.4064,6794.3174,6964.4288
#N/A,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",339.1472,364.7575,384.0238,390.2811,412.6944,442.8858,505.0221,532.9384,559.9013,591.1692,621.7716,687.2028,762.4039,780.4318,846.5928,906.4443,893.5301,924.7324,916.2941,903.7452,899.4018,927.0053,992.6871,1043.8794,1072.8793,1081.8717,1146.1049,1192.4529,1221.2722,1408.9703,1579.7605,1525.4784,1552.7125,1710.4896,1828.9808,1866.8257,1968.948,1957.1997,1946.178,2282.5368,2417.0353,2585.0914,2704.4703,2809.3934,2956.9886,3046.6451,3184.2437,3324.6126,3369.258,3693.6756,3815.5299,4117.333,4439.8164,4581.4543
#N/A,"Meat, pig Emissions (CO2eq) gigagrams",938.8413,931.6119,932.8715,929.517,930.0375,931.4353,990.6211,1039.7229,1056.6544,1108.2017,1193.8464,1258.6675,1257.0123,1284.9872,1316.724,1335.8022,1381.4769,1462.3556,1550.5846,1622.0036,1728.6939,1816.3888,1831.8431,1853.2475,1873.1906,1895.6425,1917.0026,1988.8793,2061.5904,2149.0723,2219.0103,2304.9689,2324.9687,2343.9375,2363.1156,2385.7474,2406.1233,2417.3858,2431.0086,2442.3871,2452.665,2464.5623,2468.4485,2360.0414,2256.7137,2159.0528,2067.9367,2041.0893,2014.681,1989.5205,1967.1926,1941.0616,1912.6446,1898.4809
#N/A,Cereals excluding rice Emissions (CO2eq) gigagrams,904.8331,1064.8939,979.5553,1167.1716,1037.1545,1290.5338,1138.3044,1333.2063,1289.4485,1488.9486,1487.4325,1471.1932,1848.9569,1849.5662,1846.3178,1890.6168,2038.0669,2330.5227,2334.5425,2573.1094,2813.0634,2733.8217,3077.6192,3221.5555,3300.611,3674.9935,3678.5233,4157.3783,4001.3113,4218.7161,3955.4198,4314.7779,4175.308,4432.755,4622.6388,5192.4549,4898.6986,5234.9376,5263.132,5325.1571,5240.5033,5186.5238,5820.632,6252.6822,6047.239,5906.0341,6349.7758,6551.7125,7223.4177,7306.9278,7139.4134,7241.4321,7022.7222,7779.7799
#N/A,"Rice, paddy Emissions (CO2eq) gigagrams",122519.0427,128396.5774,124314.4921,129054.8565,128796.474,132154.667,130556.43,136839.4076,135960.8331,136949.3868,137629.4802,132582.7111,140643.1239,139919.9149,144869.9481,145135.4907,148234.804,151538.6743,148667.7265,155500.5213,157966.3702,155342.5908,158408.0109,160373.4729,165739.3422,164940.4004,161813.7669,170175.3168,174342.0674,170700.6545,171432.0956,177397.0377,179632.7401,183052.3219,191166.341,196157.9853,193572.4879,194175.1599,207995.3748,207535.0536,205755.8124,204570.7013,209759.1158,213978.8107,215036.6189,217715.3688,223628.2699,227358.3736,237633.8726,239863.32,238635.9734,242194.386,245362.8911,242266.2435
#N/A,"Meat, cattle Emissions (CO2eq) gigagrams",30083.4564,30767.2961,31648.8958,32804.8492,34181.5926,33890.1648,34707.4374,37085.4828,35745.7067,35650.888,35724.838,36031.5143,35557.7793,35175.7959,34175.2862,33877.946,34055.6054,34857.433,35010.902,35181.926,37021.7646,38307.5303,42991.0161,44288.5501,45254.8481,46085.8309,47123.1518,48149.1357,48130.9885,49382.7058,51691.2647,54112.2124,54822.0655,56444.844,56112.4065,56832.6347,56930.2329,55767.7079,54889.2561,55253.7591,55480.6511,56839.4703,56777.1175,58409.3418,60146.1392,63501.2695,65075.2585,66258.7709,66979.4825,67662.6908,68328.1519,69120.7695,64977.5929,68437.9125
#N/A,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",1369.5679,1478.1588,1568.4501,1706.8057,1830.6926,1951.7129,2048.6048,2130.1796,1784.0791,1800.2613,1840.2173,1839.3762,2532.5534,2700.3161,2749.5765,2795.6979,2870.4734,2923.7549,3007.8497,3130.5687,3270.3329,3439.873,3631.5086,3713.691,3795.2737,3871.4428,3974.2304,4094.1938,3952.381,4031.3604,4098.9151,4162.4975,4291.1021,4389.4262,4532.1516,4706.2684,4690.9279,4739.8699,5042.4351,5201.4811,5347.6167,5437.4336,5669.4219,5812.2982,5959.9055,6050.1146,7720.1305,8311.5919,8773.9656,9367.054,9813.755,9782.3612,9974.821,10394.4372
#N/A,"Meat, goat Emissions (CO2eq) gigagrams",1363.8516,1307.864,1327.8728,1369.1809,1638.132,1579.6664,1319.5288,1649.0743,1392.3568,1234.3173,1368.3326,1449.3768,1471.9844,1466.2899,1508.277,1586.185,1637.1887,1782.5715,1718.4886,1852.8108,1917.5783,1988.3538,2650.7184,2262.155,2486.1846,2673.7971,2714.3866,2805.1783,2899.428,2884.4298,2946.116,3077.6519,3120.4432,3365.4751,3480.7804,3583.483,3640.5968,3512.2485,3410.8608,3433.7658,3431.9624,3488.5187,3555.4496,3688.9863,3954.9633,3559.0912,3743.9562,3751.5548,4000.954,4120.8467,4236.8085,4556.7855,4801.0142,5100.0409
#N/A,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",707.6558,696.6814,665.2601,657.5037,665.227,654.4671,645.8527,668.8741,684.3867,604.7773,629.0859,628.6568,619.3656,599.5623,579.7589,632.9144,666.6956,731.6836,688.4298,709.9494,710.593,732.5417,818.4057,818.6203,883.3937,970.3304,948.489,971.7249,1007.1482,1029.3114,1050.0311,1096.8738,1055.3363,1165.7234,1212.1953,1258.686,1305.4487,1244.3717,1178.2385,1155.8369,1154.671,1159.5464,1186.1042,1193.405,1255.7881,1293.7234,1407.8518,1559.9579,1638.3932,1667.6934,1667.3343,1679.577,1695.4015,1751.9741
#N/A,"Meat, buffalo Emissions (CO2eq) gigagrams",28065.6725,28256.3517,28495.0139,28404.616,29037.8933,30055.1683,30865.1271,32462.3807,33044.4429,33218.642,33188.6282,32778.0481,32349.6719,31406.701,29700.6798,28500.162,28623.7106,29164.9034,29182.7614,29069.5232,30184.7066,31203.0667,31213.0384,32141.6251,33053.1761,33725.2921,33063.2271,32710.0583,32013.523,31563.2031,31120.1323,31078.7565,30629.8775,30646.6415,30173.7956,28979.5822,28322.4065,26715.0034,25337.1465,24927.5045,24404.7993,24918.8878,25463.2383,25754.5027,25596.6585,25910.1299,25881.3814,25364.5462,25191.7797,25146.6284,23411.3625,23349.9924,22232.2283,21993.8213
#N/A,"Milk, whole fresh buffalo Emissions (CO2eq) gigagrams",221.8398,228.9675,236.2716,247.5982,262.224,273.2684,279.4257,279.7962,283.4624,295.9905,300.5723,283.3494,416.3281,444.7099,451.984,454.2423,451.3366,457.3351,466.7563,487.0102,503.3121,515.662,524.6598,528.0119,544.0668,535.6336,535.6336,538.28,492.2324,494.5167,488.7104,489.379,488.5111,493.8005,509.0643,521.2936,530.9014,543.1856,553.9596,563.6354,576.7107,588.8063,598.7183,610.4274,622.2709,636.1941,905.9441,973.5246,987.2489,1078.0296,1090.4043,1140.8271,1219.3651,1278.8571
#N/A,"Meat, sheep Emissions (CO2eq) gigagrams",455.6852,440.0094,448.17,452.6586,512.8805,501.384,489.4791,584.4653,409.3754,451.3487,428.1736,410.1051,468.9557,451.2821,461.1388,489.08,501.1586,480.3884,546.7666,555.8301,570.1629,583.2966,639.8547,630.3658,664.5959,716.7958,730.9871,806.5183,808.99,830.9994,850.4207,878.4939,844.7319,918.7092,970.1803,1019.3792,1042.8532,954.8174,958.5669,985.9972,980.4074,1013.5794,1036.8107,1073.9174,1110.1026,1195.668,1291.2092,1281.7396,1370.775,1469.1009,1708.5639,2034.0634,2352.1947,2542.3601
#N/A,"Milk, whole fresh sheep Emissions (CO2eq) gigagrams",288.9432,269.4624,271.0705,272.2079,323.2044,304.0374,305.1061,355.328,245.4675,274.6102,254.6294,244.7909,284.9095,284.6546,274.6004,284.8507,324.9792,295.856,325.5675,326.4009,327.0873,327.4795,388.1282,389.3538,399.9767,428.7567,437.9578,467.9144,485.4341,489.4152,499.8691,505.8465,528.7781,546.1612,575.6766,624.9277,595.4746,576.9846,587.2492,601.4551,599.9308,619.2754,633.5331,655.3711,677.0098,729.9341,795.8617,760.4366,816.0024,819.1218,830.5837,834.7487,840.5999,835.0914
#N/A,"Meat, chicken Emissions (CO2eq) gigagrams",683.481,708.5604,745.9725,742.6227,790.9468,833.7209,857.8298,873.9709,846.0157,863.4,877.4125,861.3986,900.7831,901.2509,813.0163,792.6666,768.4707,889.4052,897.7895,983.2262,1189.1682,1259.7596,1390.3684,1748.7094,1799.4134,1981.4059,2189.587,2282.4916,2386.9505,2785.7315,3260.2854,3734.9018,4155.2764,4612.3033,5034.3968,5422.0231,5159.8956,4025.9608,3893.099,4834.5651,5450.1305,6585.5263,6660.3502,6380.7956,6316.1066,6264.6285,6624.8341,6776.0388,7522.2995,7566.8472,8649.9432,9090.3458,9859.4108,10572.3893
#N/A,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",353.1182,366.9765,388.0341,407.8917,430.1791,446.6171,457.8958,493.4716,542.1858,523.0457,555.8038,615.8691,632.9311,673.0963,706.5363,754.3501,844.286,869.8755,843.6022,922.5528,971.0498,1016.2479,1114.1041,1152.9555,1201.8917,1254.3015,1296.6025,1353.6377,1534.4383,1612.1951,1719.6304,1836.0046,1826.7117,1969.5368,2017.4891,2237.0451,2163.7578,1965.2593,2018.515,2306.9548,2398.342,2595.3347,2579.4485,2670.1818,2705.8116,3027.1155,3221.0426,3256.5704,3413.8537,3454.6309,3536.5212,3726.6987,3846.9845,4105.8359
#N/A,"Meat, pig Emissions (CO2eq) gigagrams",4354.242,4793.6966,4803.2791,5018.5998,5287.8238,5450.4074,5182.7922,5563.3488,5660.8974,5952.4628,5879.9386,6097.7919,6394.6398,6126.2531,5381.6711,4829.9458,5217.8375,5826.9837,5720.4108,5946.1201,6310.2181,6627.6246,6948.7993,7205.6558,7286.1535,7394.5078,7486.6664,7641.3866,8040.2752,7959.0077,8135.84,8686.1612,9044.37,9445.4658,9532.5727,9878.9102,10548.283,10560.9729,10233.137,10205.9079,10737.5614,11384.9324,12050.8692,12446.6479,12971.7899,13121.6374,13470.1839,13342.6536,13807.0063,14040.6028,13968.2875,14098.9471,14185.7241,14568.9731
#N/A,Cereals excluding rice Emissions (CO2eq) gigagrams,2361.5764,2556.1686,2706.1728,2571.9153,2711.5906,2761.7642,3103.3336,3283.8352,3553.6364,3511.1499,4018.6911,4503.5437,4224.2136,3997.4342,5139.571,6020.7755,6167.6855,6895.66,6488.0121,7042.4164,7106.5633,7485.6315,8217.7513,8164.8038,8586.6512,9009.9104,9913.2018,10234.5931,9605.8138,10794.8415,10219.9997,11439.5225,12556.1542,10814.1814,10887.0176,11302.4227,11408.9691,12530.3589,12584.1378,12271.9269,12218.9688,10824.8822,11666.5931,12354.3075,12762.7031,12905.9075,12370.6457,10777.1802,12655.8508,11605.2758,11972.7857,12891.5655,13344.7403,12138.5476
#N/A,"Rice, paddy Emissions (CO2eq) gigagrams",528.4592,755.9271,688.4419,629.7644,730.3267,816.6085,1019.8652,984.3535,1018.2324,882.0762,1084.9935,898.427,766.1029,559.0293,533.0502,665.2552,757.1073,776.7987,833.7513,667.9042,791.0936,838.71,737.6013,640.5023,697.4816,654.4632,764.4516,631.2126,863.7368,779.2818,780.7279,857.4285,960.9316,1261.6879,1393.8675,1095.8908,1102.0907,1179.0389,1223.915,1000.7864,1006.1676,1016.4852,612.6661,1004.0679,1215.4866,1413.8634,1371.028,1166.8213,967.0685,944.1202,1060.2762,1270.25,1321.5367,1290.3595
#N/A,"Meat, cattle Emissions (CO2eq) gigagrams",14077.1441,13341.0891,14024.0223,13851.9726,14467.7949,14155.8183,14635.0686,15040.8823,14621.471,14107.4858,13518.9532,13715.9651,13645.6242,14050.9037,13917.3363,13938.5439,14189.7063,14519.2969,14663.3082,15480.675,15657.1857,16352.0457,14843.5881,13678.0292,11393.3211,11203.6902,11588.4406,11605.9819,11481.2445,11362.3942,9479.8882,13133.2165,13002.8999,12562.579,12599.4063,12090.0579,13142.4318,12541.9445,12351.7683,12905.8823,12655.1985,13483.8609,12361.8548,13788.9535,14099.8228,13775.1197,14295.9685,15218.0409,16052.2711,15808.6127,16402.8318,18718.7724,19382.665,19300.1535
#N/A,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",8347.9423,8886.9477,8916.2251,9131.701,9195.2597,9668.4793,9923.6435,9823.2084,9771.4923,9671.1761,9855.755,10051.4424,10387.4764,10692.2397,10969.098,11314.0391,11736.5843,12128.437,12758.9414,12807.396,13101.9642,12148.4009,11683.4001,12706.2367,13070.9062,13376.1945,13158.784,13329.0745,13331.6451,12724.9197,13054.9169,15280.4277,15196.5276,15394.0931,15255.8925,15835.1464,15224.9445,15286.114,15619.1328,15271.0268,15438.1707,14195.7506,14912.8263,13335.0604,13594.7914,14404.2994,14499.7392,14294.3468,14582.0032,14902.7003,15827.6369,17206.6282,17646.9246,17587.4459
#N/A,"Meat, goat Emissions (CO2eq) gigagrams",3778.9524,4064.4084,3754.493,3686.3669,3637.9306,3607.7888,3650.1267,3539.624,3449.8968,3432.1448,3315.1731,3285.7957,3091.2397,3247.203,3328.5353,3365.3345,3246.2297,3213.2501,3320.9891,3386.3018,3491.9786,3510.1007,3595.206,3538.607,2753.569,2778.3756,2901.7465,2914.3407,2938.7571,3227.0576,2958.9278,3150.9305,3229.6888,3190.8019,3196.4602,3096.0807,3351.8551,3337.5733,3355.8621,3393.6822,3392.1766,3467.7219,3524.2023,3716.7313,3919.9503,3851.2345,3984.8894,3994.7283,3944.1487,3520.3675,3723.0566,3989.911,4182.6588,4326.4247
#N/A,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",3175.0355,2751.7337,2682.5362,2657.0891,2646.284,2651.1221,2583.146,2608.2855,2656.1177,2593.4595,2598.9198,2520.4878,2606.686,2611.0926,2655.3197,2736.8089,2739.2865,2826.6895,2876.65,2886.7544,2793.0937,2758.5342,2609.4825,2375.3842,2400.2104,2407.4591,2389.895,2364.2427,2250.8062,2315.7024,2337.5505,2271.181,2284.1571,2335.5165,2305.5622,2367.1454,2331.6905,2295.2249,2260.3159,2212.7768,2281.9027,2243.1897,2252.8211,2091.3053,2025.4448,2023.6702,2109.4095,2123.3767,1998.194,2349.5695,2512.5252,2645.7704,2824.2721,2980.2597
#N/A,"Meat, buffalo Emissions (CO2eq) gigagrams",1679.5279,1627.989,1641.1717,1632.2722,1667.9557,1697.6507,1757.114,1765.2819,1831.4582,1751.5971,1661.6176,1524.0628,1477.8387,1359.4882,1300.5647,1325.4812,1368.7555,1298.9589,1293.6739,1341.1228,1348.1493,1414.4677,1130.5641,1039.5073,661.0883,661.4962,645.4129,654.2533,640.0148,586.5538,461.0336,985.2403,985.9852,875.3634,881.2123,785.1917,804.4297,734.4189,704.6298,704.9544,681.0068,713.7371,676.6347,683.251,882.259,1187.6058,1201.6522,997.5142,985.6112,973.0165,958.5698,990.2372,981.391,970.435
#N/A,"Milk, whole fresh buffalo Emissions (CO2eq) gigagrams",540.6125,585.2089,594.838,596.9363,610.5735,627.9697,643.5212,643.8082,607.8209,590.449,554.0809,571.9932,565.709,567.9343,588.7991,586.0482,573.7452,589.7941,613.2671,592.2383,578.744,465.1697,441.9174,444.6351,458.0907,446.867,442.308,409.4308,367.8429,339.7475,308.9244,284.9596,261.4798,273.7383,226.4325,224.1338,206.1038,224.7684,242.557,276.1828,259.5994,246.1501,254.4358,224.6329,178.5258,163.6987,112.9526,111.6044,111.6818,123.0289,133.2033,148.5498,183.7229,177.3288
#N/A,"Meat, sheep Emissions (CO2eq) gigagrams",5706.4532,5677.9795,5318.9354,5630.6909,5877.0135,6060.5653,6235.6898,6563.2836,6643.6451,6512.1213,6263.2947,5960.7787,5869.9344,5975.2544,5936.9703,6020.2959,6335.8146,6714.118,6776.3936,7234.1453,8095.1198,8536.4161,8793.3244,9051.5651,6867.3263,7504.86,7783.593,7505.4433,8110.6392,8047.8793,6917.1587,9134.457,8984.5672,8425.8739,8154.9582,7559.929,7877.0537,7736.6073,7508.352,7942.1049,7221.0144,7279.2553,7531.0589,8279.8782,8657.1344,9079.1314,9435.7106,9377.4603,9117.1805,8754.5435,9223.5612,10022.3307,10319.516,10749.5196
#N/A,"Milk, whole fresh sheep Emissions (CO2eq) gigagrams",4287.699,4263.3259,4522.7571,4626.3233,4732.8312,4906.182,4975.3542,5128.6356,5153.0653,5259.1781,5302.8478,5453.1878,5632.5051,5699.0289,5936.6323,6090.7865,6209.9205,6308.0392,6713.8775,7170.9906,7208.387,7326.6208,7609.611,6929.6493,7002.198,7053.379,7201.7645,7610.493,7442.3592,7639.2892,7603.8041,7259.5635,6707.8126,6830.3013,6686.1702,7018.1817,6824.5206,6865.9378,6544.9448,6604.8457,6456.9339,6516.1568,6700.723,6335.7133,6607.7875,6715.538,7071.3302,6589.7446,6233.3482,6207.4318,6912.7848,7248.3427,7600.5422,7643.7788
#N/A,"Milk, whole fresh camel Emissions (CO2eq) gigagrams",201.2731,203.7945,207.0722,209.8456,213.6275,224.9688,216.3379,217.3453,212.9721,212.6825,216.9672,211.3629,210.8664,177.2297,193.3061,210.1461,216.6951,225.1817,228.3375,238.9763,248.4408,244.7211,302.9369,318.2319,311.1743,314.2879,331.7774,336.6155,390.799,425.9758,437.8225,443.2252,446.7911,468.5423,479.399,493.938,508.9421,515.7339,532.7117,550.9432,560.7241,572.1691,610.4586,634.2939,627.5906,653.3527,631.978,594.3194,574.6412,679.4327,724.8278,753.6198,757.0118,756.3929
#N/A,"Meat, chicken Emissions (CO2eq) gigagrams",141.2294,146.1695,154.9261,152.7403,161.6013,167.3694,166.3775,181.0889,227.9408,238.7751,254.4265,263.0804,271.4022,294.7393,338.5417,333.1521,339.3099,393.7416,472.1846,567.5463,619.8873,810.7322,798.5007,866.5364,986.1855,1038.3863,1070.9429,1104.0909,1218.6685,1068.6988,879.9379,1232.6382,1300.293,1502.3905,1502.5607,1384.7021,1658.5827,1750.3236,1982.6288,2033.4954,2267.8654,2140.8693,2311.5288,2506.2726,2621.796,2759.7841,2863.515,2554.5767,2465.0899,2428.0666,2644.0555,2783.4998,2773.9646,2865.0611
#N/A,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",169.4332,173.7119,173.8903,179.0187,175.3735,177.617,196.2322,208.1741,209.5408,213.7375,228.9412,247.2248,251.6525,254.8729,273.8481,288.795,342.5237,377.7832,399.6562,405.5972,432.8173,471.8809,491.9792,520.0585,536.6674,543.7034,547.1331,570.5373,591.1973,659.2298,609.4186,724.2646,739.2139,744.7246,736.3545,713.0343,752.1642,813.4664,839.3391,816.1563,773.8495,811.0058,845.0293,869.5636,877.4799,872.2464,921.3681,910.7773,1003.0242,1052.514,1087.0113,1126.3052,1142.7109,1201.0477
